week,tv_spend,facebook_spend,search_spend,other_spend,revenue,log_revenue
2043-08-02,1.56,2.62,0.92,1.35,-2.01,0.0
2043-08-09,3.13,1.03,2.0,1.51,248.36,5.51
2043-08-16,2.64,2.06,2.61,0.82,-87.28,0.0
2043-08-23,2.39,0.68,3.35,1.75,-124.7,0.0
2043-08-30,4.6,2.59,2.2,1.07,58.16,4.06
2043-09-06,1.09,0.94,3.87,2.0,253.76,5.54
2043-09-13,3.66,0.68,1.67,0.3,-167.84,0.0
2043-09-20,4.85,1.5,3.18,0.49,316.94,5.76
2043-09-27,3.24,1.94,2.14,0.81,-243.11,0.0
2043-10-04,4.75,2.64,2.36,0.34,57.32,4.05
2043-10-11,1.21,2.94,3.37,1.63,-179.05,0.0
2043-10-18,2.68,1.6,1.75,0.39,-453.23,0.0
2043-10-25,2.04,0.65,1.11,1.57,121.94,4.8
2043-11-01,3.92,2.37,2.46,0.39,63.22,4.15
2043-11-08,4.93,1.91,2.49,0.73,-176.03,0.0
2043-11-15,2.03,1.62,3.35,1.73,-8.76,0.0
2043-11-22,3.62,1.27,3.9,1.92,200.64,5.3
2043-11-29,1.79,1.76,0.98,1.0,-18.54,0.0
2043-12-06,3.26,1.35,2.69,1.95,52.66,3.96
2043-12-13,2.86,2.39,2.98,1.37,23.39,3.15
2043-12-20,4.89,1.86,3.95,1.01,9.31,2.23
2043-12-27,3.43,2.69,3.82,1.66,6.28,1.84
2044-01-03,2.4,1.86,3.08,0.8,-33.24,0.0
2044-01-10,1.46,1.1,2.47,0.75,-85.02,0.0
2044-01-17,1.6,2.63,1.32,1.42,-132.25,0.0
2044-01-24,1.9,1.89,2.03,0.96,-2.76,0.0
2044-01-31,2.0,1.02,2.67,0.53,-57.01,0.0
2044-02-07,4.4,2.06,3.12,0.41,-105.54,0.0
2044-02-14,3.24,1.39,2.83,1.64,246.59,5.51
2044-02-21,3.09,2.61,3.09,1.45,356.13,5.88
2044-02-28,1.46,1.63,2.17,1.0,68.85,4.23
2044-03-06,4.44,2.32,3.13,1.82,132.66,4.89
2044-03-13,3.89,0.74,1.26,1.0,-74.62,0.0
2044-03-20,1.27,1.49,1.32,1.51,268.79,5.59
2044-03-27,3.83,2.96,1.32,1.85,442.83,6.09
2044-04-03,3.17,2.52,3.65,1.73,86.3,4.46
2044-04-10,1.33,0.9,1.04,1.17,-61.38,0.0
2044-04-17,2.83,1.19,3.36,1.46,163.05,5.09
2044-04-24,2.94,1.32,1.55,1.0,93.42,4.54
2044-05-01,1.66,2.13,2.3,1.4,-19.73,0.0
2044-05-08,4.78,2.39,3.73,0.74,220.87,5.4
2044-05-15,4.4,2.37,2.67,1.04,296.64,5.69
2044-05-22,3.68,1.77,1.47,0.66,-81.09,0.0
2044-05-29,2.85,2.53,1.71,0.36,588.99,6.38
2044-06-05,2.65,1.59,3.75,1.3,-203.62,0.0
2044-06-12,3.6,0.81,2.17,1.77,-90.44,0.0
2044-06-19,3.18,1.91,2.68,0.34,137.07,4.92
2044-06-26,1.25,2.88,2.27,0.63,531.18,6.28
2044-07-03,3.05,2.48,2.01,1.08,-22.75,0.0
2044-07-10,4.23,1.95,1.51,1.43,-126.11,0.0
2044-07-17,2.84,2.12,3.0,0.59,205.84,5.33
2044-07-24,1.21,2.83,3.1,0.4,42.32,3.75
2044-07-31,4.15,1.57,1.68,1.18,216.17,5.38
2044-08-07,1.81,1.33,3.32,1.69,74.56,4.31
2044-08-14,2.03,2.94,3.53,0.36,-65.02,0.0
2044-08-21,1.66,2.66,3.75,0.89,575.61,6.36
2044-08-28,2.32,1.31,1.32,1.43,-529.74,0.0
2044-09-04,4.03,1.66,1.77,0.52,445.38,6.1
2044-09-11,3.08,1.54,3.55,0.7,286.53,5.66
2044-09-18,1.82,0.87,1.44,1.21,-96.51,0.0
2044-09-25,4.51,2.89,0.81,1.92,467.08,6.15
2044-10-02,4.52,1.51,3.59,0.79,-162.27,0.0
2044-10-09,4.48,2.69,1.84,1.13,303.05,5.71
2044-10-16,1.96,0.97,2.13,0.98,-352.41,0.0
2044-10-23,2.8,1.87,2.23,1.83,-141.75,0.0
2044-10-30,4.94,0.56,3.51,0.42,-128.61,0.0
2044-11-06,4.09,2.41,1.88,1.26,-53.97,0.0
2044-11-13,1.11,1.95,3.66,1.74,98.13,4.59
2044-11-20,1.26,2.06,2.77,1.98,-78.83,0.0
2044-11-27,2.86,0.63,2.49,1.49,-332.14,0.0
2044-12-04,4.64,1.03,1.84,0.95,174.48,5.16
2044-12-11,3.15,0.69,1.58,1.0,71.96,4.28
2044-12-18,2.99,1.22,2.8,0.9,166.83,5.12
2044-12-25,1.42,2.07,2.23,1.33,110.66,4.71
2045-01-01,3.63,1.92,3.71,1.56,306.34,5.72
2045-01-08,4.29,2.03,2.37,1.69,87.64,4.47
2045-01-15,2.52,1.87,2.44,1.01,286.76,5.66
2045-01-22,4.1,1.18,2.13,1.52,-68.53,0.0
2045-01-29,4.86,1.11,3.33,1.86,-32.36,0.0
2045-02-05,1.82,0.84,2.16,1.87,341.56,5.83
2045-02-12,3.09,2.62,1.66,1.5,359.77,5.89
2045-02-19,2.15,2.04,3.56,1.38,216.72,5.38
2045-02-26,4.17,0.97,2.71,1.2,-86.19,0.0
2045-03-05,3.31,0.94,2.69,0.61,-112.68,0.0
2045-03-12,3.54,2.68,2.75,0.51,369.98,5.91
2045-03-19,4.19,2.36,3.1,1.13,368.48,5.91
2045-03-26,2.58,2.15,1.8,0.57,63.62,4.15
2045-04-02,4.66,1.52,0.91,1.28,543.89,6.3
2045-04-09,3.13,1.15,3.39,1.4,188.59,5.24
2045-04-16,1.63,2.95,1.21,1.19,-148.85,0.0
2045-04-23,3.78,2.49,3.11,0.36,53.52,3.98
2045-04-30,4.17,1.25,1.06,0.4,67.47,4.21
2045-05-07,2.27,2.62,2.0,0.49,99.32,4.6
2045-05-14,4.43,2.4,1.0,0.56,332.03,5.81
2045-05-21,4.62,1.24,2.47,1.98,-92.37,0.0
2045-05-28,2.11,1.57,2.89,0.89,-182.87,0.0
2045-06-04,4.93,0.96,1.35,0.8,195.73,5.28
2045-06-11,1.56,0.78,1.99,0.39,-47.78,0.0
2045-06-18,1.81,2.31,3.78,1.38,590.4,6.38
2045-06-25,1.74,1.17,2.22,1.41,256.84,5.55
2045-07-02,4.58,2.55,3.37,0.6,15.64,2.75
2045-07-09,3.62,2.99,3.77,1.86,373.19,5.92
2045-07-16,1.61,0.69,3.92,1.66,234.32,5.46
2045-07-23,2.76,1.68,3.67,0.69,227.6,5.43
2045-07-30,3.46,2.51,1.82,1.13,66.17,4.19
2045-08-06,1.33,2.47,3.88,1.08,188.03,5.24
2045-08-13,4.53,2.4,3.4,0.89,-300.1,0.0
2045-08-20,4.21,1.37,3.48,1.69,374.24,5.92
2045-08-27,3.02,1.63,0.85,0.49,-628.27,0.0
2045-09-03,4.87,1.99,3.85,1.01,37.21,3.62
2045-09-10,2.67,2.93,3.29,1.03,-208.07,0.0
2045-09-17,4.94,1.32,3.26,1.1,9.49,2.25
2045-09-24,3.67,2.81,1.06,1.76,72.98,4.29
2045-10-01,3.54,1.17,1.54,0.67,-170.45,0.0
2045-10-08,1.66,2.97,3.88,0.47,-445.35,0.0
2045-10-15,4.53,2.18,2.4,1.35,146.53,4.99
2045-10-22,2.71,1.66,2.07,0.6,492.95,6.2
2045-10-29,1.65,2.03,3.49,0.43,21.79,3.08
2045-11-05,1.05,1.18,1.08,1.03,235.76,5.46
2045-11-12,3.24,1.19,2.13,0.67,376.39,5.93
2045-11-19,3.11,0.78,2.0,0.91,-311.12,0.0
2045-11-26,3.88,0.79,1.92,0.74,-18.51,0.0
2045-12-03,4.56,1.37,1.78,0.46,-173.3,0.0
2045-12-10,1.32,2.41,1.47,1.25,-93.48,0.0
2045-12-17,3.93,2.02,1.35,0.35,418.08,6.04
2045-12-24,1.75,0.76,2.85,1.94,120.26,4.79
2045-12-31,4.43,2.63,3.74,0.88,285.33,5.65
2046-01-07,4.28,2.0,2.43,1.48,93.3,4.54
2046-01-14,3.16,2.9,1.75,1.68,-147.29,0.0
2046-01-21,3.84,2.18,1.31,0.77,215.97,5.38
2046-01-28,2.26,0.94,3.46,1.57,339.54,5.83
2046-02-04,2.88,1.68,3.91,1.72,173.97,5.16
2046-02-11,4.29,2.12,1.92,0.71,189.88,5.25
2046-02-18,2.84,0.57,1.73,1.99,-181.51,0.0
2046-02-25,2.43,0.54,2.72,0.34,209.82,5.35
2046-03-04,2.98,0.82,3.28,0.67,355.46,5.87
2046-03-11,4.31,1.13,2.26,1.63,170.96,5.14
2046-03-18,2.34,1.57,2.82,0.63,-276.35,0.0
2046-03-25,1.7,1.72,3.09,1.49,415.14,6.03
2046-04-01,3.85,0.85,3.87,1.75,-81.16,0.0
2046-04-08,4.3,2.18,1.33,1.93,167.77,5.12
2046-04-15,1.4,1.99,3.99,1.11,291.11,5.67
2046-04-22,1.96,1.24,2.05,1.95,287.01,5.66
2046-04-29,1.57,0.53,3.11,1.0,-289.35,0.0
2046-05-06,2.39,0.69,2.63,0.67,93.74,4.54
2046-05-13,2.8,1.48,2.36,1.17,91.59,4.52
2046-05-20,4.0,0.88,3.03,1.4,382.92,5.95
2046-05-27,3.6,1.44,2.07,1.08,174.27,5.16
2046-06-03,3.48,2.07,1.2,1.26,366.71,5.9
2046-06-10,2.41,1.87,2.36,1.01,190.18,5.25
2046-06-17,4.37,1.08,2.47,1.19,76.04,4.33
2046-06-24,2.89,1.36,1.45,1.92,109.46,4.7
2046-07-01,4.92,2.04,3.79,1.15,431.13,6.07
2046-07-08,3.54,2.65,1.53,0.73,-172.7,0.0
2046-07-15,1.51,2.38,2.11,1.59,261.42,5.57
2046-07-22,3.7,1.88,1.3,0.87,-49.48,0.0
2046-07-29,2.3,1.41,2.51,1.69,-87.07,0.0
2046-08-05,3.75,1.41,1.78,0.4,280.35,5.64
2046-08-12,1.28,2.7,2.37,0.86,-94.2,0.0
2046-08-19,1.7,0.6,1.52,0.46,121.27,4.8
2046-08-26,4.42,2.97,0.97,0.45,-9.96,0.0
2046-09-02,1.91,2.16,3.29,1.42,-373.69,0.0
2046-09-09,4.35,2.2,2.85,0.96,204.31,5.32
2046-09-16,2.12,0.59,1.89,1.78,86.6,4.46
2046-09-23,3.57,2.01,0.95,1.18,-309.11,0.0
2046-09-30,3.78,1.71,3.57,0.8,-31.4,0.0
2046-10-07,3.05,0.76,1.34,1.53,-300.04,0.0
2046-10-14,2.22,1.19,3.78,1.36,241.93,5.49
2046-10-21,1.85,2.73,2.33,1.66,368.38,5.91
2046-10-28,1.13,1.87,1.89,1.39,236.77,5.47
2046-11-04,2.22,1.53,3.17,0.58,284.48,5.65
2046-11-11,3.61,0.68,3.61,1.44,-5.2,0.0
2046-11-18,4.75,2.29,1.99,0.97,209.46,5.34
2046-11-25,4.48,2.26,2.1,1.09,98.14,4.59
2046-12-02,4.06,2.04,2.19,1.87,136.12,4.91
2046-12-09,4.15,1.78,3.75,0.91,306.86,5.73
2046-12-16,3.66,1.58,3.02,1.34,335.34,5.82
2046-12-23,2.04,1.98,1.59,0.92,-9.35,0.0
2046-12-30,4.63,1.08,1.39,0.46,-208.31,0.0
2047-01-06,3.68,2.85,1.54,1.07,54.63,4.0
2047-01-13,3.24,1.97,1.64,1.32,36.97,3.61
2047-01-20,1.44,1.28,1.54,0.99,111.82,4.72
2047-01-27,2.79,1.62,2.91,0.96,256.82,5.55
2047-02-03,2.84,2.51,1.17,1.69,-303.98,0.0
2047-02-10,4.46,0.9,2.04,0.35,-55.32,0.0
2047-02-17,3.19,1.23,2.8,0.8,-106.48,0.0
2047-02-24,2.52,2.2,1.73,1.68,331.1,5.8
2047-03-03,4.91,1.29,1.01,1.86,37.51,3.62
2047-03-10,1.44,2.48,1.06,1.0,-40.33,0.0
2047-03-17,2.69,0.83,1.2,1.81,166.2,5.11
2047-03-24,1.17,2.41,3.47,0.64,-25.06,0.0
2047-03-31,3.96,0.67,2.91,0.68,83.65,4.43
2047-04-07,4.67,0.53,1.01,1.74,430.36,6.06
2047-04-14,2.12,2.75,2.05,1.84,447.11,6.1
2047-04-21,4.43,1.95,1.69,0.68,6.2,1.82
2047-04-28,2.17,1.38,2.65,0.4,39.18,3.67
2047-05-05,4.64,1.08,2.47,0.45,-34.32,0.0
2047-05-12,4.02,2.04,2.34,0.74,-289.72,0.0
2047-05-19,4.22,1.77,1.81,1.59,297.33,5.69
2047-05-26,1.07,2.98,1.24,1.17,553.04,6.32
2047-06-02,4.85,2.96,3.18,1.07,38.62,3.65
2047-06-09,3.91,2.09,3.62,1.29,-46.36,0.0
2047-06-16,2.22,1.61,3.82,1.81,48.85,3.89
2047-06-23,4.32,1.73,0.99,0.45,89.37,4.49
2047-06-30,2.13,2.21,3.17,1.48,-128.7,0.0
2047-07-07,4.49,0.75,3.12,1.88,9.53,2.25
2047-07-14,1.45,1.32,3.83,0.66,291.21,5.67
2047-07-21,3.81,0.69,1.61,1.72,97.01,4.57
2047-07-28,3.16,0.68,3.17,1.49,342.64,5.84
2047-08-04,1.39,0.99,0.97,0.32,112.16,4.72
2047-08-11,1.97,1.71,2.82,0.69,-135.72,0.0
2047-08-18,1.05,2.46,1.92,1.33,-41.77,0.0
2047-08-25,2.88,1.71,3.26,1.15,147.93,5.0
2047-09-01,2.21,1.34,3.56,1.2,-131.39,0.0
2047-09-08,3.39,0.71,1.97,0.69,-181.86,0.0
2047-09-15,2.19,1.88,2.48,1.45,-153.95,0.0
2047-09-22,2.2,1.18,1.18,0.75,156.3,5.05
2047-09-29,3.97,2.04,2.13,0.96,19.8,2.99
2047-10-06,1.19,2.94,1.95,0.93,315.3,5.75
2047-10-13,4.61,0.78,1.39,1.44,-105.05,0.0
2047-10-20,4.41,1.03,3.66,0.45,-386.64,0.0
2047-10-27,3.67,1.68,1.27,0.65,45.78,3.82
2047-11-03,3.37,2.92,2.83,0.64,437.27,6.08
2047-11-10,4.57,2.43,3.65,0.48,129.77,4.87
2047-11-17,1.74,2.75,3.72,0.65,-168.5,0.0
2047-11-24,1.32,1.33,3.34,1.33,-241.58,0.0
2047-12-01,1.96,2.98,1.36,1.54,319.18,5.77
2047-12-08,4.18,0.76,3.42,1.42,-60.63,0.0
2047-12-15,1.14,0.63,1.69,1.11,355.87,5.87
2047-12-22,3.33,2.64,3.75,0.39,247.36,5.51
2047-12-29,4.98,2.82,3.07,1.93,-24.55,0.0
2048-01-05,4.42,0.73,3.31,0.59,330.15,5.8
2048-01-12,3.09,0.78,1.07,1.44,-127.43,0.0
2048-01-19,1.25,0.58,2.66,1.85,-223.2,0.0
2048-01-26,4.33,0.76,3.43,1.49,-70.76,0.0
2048-02-02,3.4,1.02,3.56,0.67,249.91,5.52
2048-02-09,1.46,2.93,0.89,0.84,291.93,5.68
2048-02-16,1.38,2.17,3.81,0.35,16.67,2.81
2048-02-23,4.64,2.45,0.94,1.34,-286.41,0.0
2048-03-01,3.68,2.44,2.77,1.34,-204.45,0.0
2048-03-08,4.32,1.84,3.02,1.53,-103.99,0.0
2048-03-15,4.52,2.49,1.14,0.32,-174.0,0.0
2048-03-22,3.29,1.99,0.95,1.69,126.01,4.84
2048-03-29,3.07,1.29,3.31,1.56,485.07,6.18
2048-04-05,2.72,1.9,2.03,0.54,236.92,5.47
2048-04-12,2.27,1.83,1.14,0.89,-163.9,0.0
2048-04-19,2.74,2.56,3.24,1.39,-30.73,0.0
2048-04-26,4.1,2.95,3.52,1.14,26.83,3.29
2048-05-03,3.41,1.53,2.68,0.5,166.11,5.11
2048-05-10,4.57,2.41,1.32,0.45,401.7,6.0
2048-05-17,2.77,0.75,0.85,1.63,-41.43,0.0
2048-05-24,3.43,2.44,3.04,0.57,412.95,6.02
2048-05-31,3.53,1.43,2.56,0.59,507.5,6.23
2048-06-07,3.37,0.6,2.88,1.71,15.94,2.77
2048-06-14,3.81,1.41,3.4,1.34,29.99,3.4
2048-06-21,1.95,2.03,2.19,1.33,7.28,1.98
2048-06-28,3.05,0.8,1.2,1.11,70.02,4.25
2048-07-05,1.42,2.81,3.81,1.27,36.88,3.61
2048-07-12,2.54,0.69,2.54,1.32,250.26,5.52
2048-07-19,2.95,2.83,2.77,1.95,-201.0,0.0
2048-07-26,3.61,2.27,3.79,0.68,9.36,2.24
2048-08-02,4.8,1.32,3.78,0.66,180.18,5.19
2048-08-09,3.4,1.48,2.63,0.4,260.41,5.56
2048-08-16,3.97,2.35,1.75,1.42,532.46,6.28
2048-08-23,3.03,2.0,3.99,1.23,-143.53,0.0
2048-08-30,3.54,2.18,2.98,0.49,-28.84,0.0
2048-09-06,1.28,1.47,2.11,0.92,-389.13,0.0
2048-09-13,2.02,1.72,2.59,0.6,-143.31,0.0
2048-09-20,2.45,2.97,2.13,0.86,-262.23,0.0
2048-09-27,2.89,1.03,3.64,1.92,-4.5,0.0
2048-10-04,1.18,1.54,2.34,1.46,24.79,3.21
2048-10-11,1.56,1.23,3.44,0.31,174.22,5.16
2048-10-18,2.11,2.41,3.49,0.73,42.07,3.74
2048-10-25,4.89,2.41,3.44,0.32,215.15,5.37
2048-11-01,2.33,1.23,3.11,1.52,110.43,4.7
2048-11-08,2.93,0.7,3.54,1.1,-116.27,0.0
2048-11-15,1.78,0.53,2.04,1.99,-276.1,0.0
2048-11-22,3.44,1.57,1.17,1.55,188.34,5.24
2048-11-29,2.12,1.53,3.5,1.18,422.93,6.05
2048-12-06,1.83,2.97,2.39,1.67,601.6,6.4
2048-12-13,3.07,1.67,1.21,1.5,257.32,5.55
2048-12-20,1.02,1.14,1.17,0.71,334.48,5.81
2048-12-27,1.03,2.73,1.31,1.2,158.92,5.07
2049-01-03,1.88,1.73,3.2,1.25,150.42,5.01
2049-01-10,1.15,2.0,3.07,1.07,106.81,4.67
2049-01-17,1.43,0.74,1.45,0.6,23.97,3.18
2049-01-24,2.36,1.46,3.51,0.68,213.8,5.37
2049-01-31,4.21,2.86,1.7,0.78,-6.72,0.0
2049-02-07,3.29,1.97,3.34,0.32,72.15,4.28
2049-02-14,3.05,1.36,2.36,1.86,-150.1,0.0
2049-02-21,2.17,2.06,3.14,1.47,191.59,5.26
2049-02-28,4.73,2.78,2.02,1.47,-83.02,0.0
2049-03-07,2.59,1.18,1.91,1.27,76.7,4.34
2049-03-14,1.35,1.76,3.49,1.47,191.78,5.26
2049-03-21,3.47,2.9,0.91,1.97,203.23,5.31
2049-03-28,1.46,0.93,3.92,0.95,240.68,5.48
2049-04-04,2.38,2.3,2.87,1.51,54.65,4.0
2049-04-11,3.03,2.04,2.18,0.91,183.2,5.21
2049-04-18,4.5,2.2,2.81,1.75,15.95,2.77
2049-04-25,2.97,1.38,1.19,1.76,-327.16,0.0
2049-05-02,3.81,1.28,2.44,1.83,197.79,5.29
2049-05-09,4.97,2.21,3.95,0.31,186.83,5.23
2049-05-16,1.53,1.04,1.55,0.81,254.67,5.54
2049-05-23,2.1,1.55,3.11,0.53,79.63,4.38
2049-05-30,2.58,0.97,2.19,1.07,-250.12,0.0
2049-06-06,2.69,0.52,2.89,1.14,58.45,4.07
2049-06-13,2.64,2.93,1.46,0.74,259.08,5.56
2049-06-20,4.63,1.58,2.31,1.53,193.43,5.26
2049-06-27,3.86,2.92,3.94,0.76,99.42,4.6
2049-07-04,3.43,0.85,1.42,1.75,-264.92,0.0
2049-07-11,2.24,1.97,2.84,0.6,-118.12,0.0
2049-07-18,4.3,1.0,2.64,0.92,186.09,5.23
2049-07-25,4.82,2.48,2.61,1.36,-218.86,0.0
2049-08-01,4.28,2.46,2.77,1.33,48.31,3.88
2049-08-08,1.01,0.78,2.41,0.43,63.38,4.15
2049-08-15,3.55,2.78,0.85,1.74,313.22,5.75
2049-08-22,1.2,0.99,3.68,1.32,206.16,5.33
2049-08-29,2.03,2.03,3.45,1.78,293.78,5.68
2049-09-05,1.24,2.96,1.36,1.77,135.08,4.91
2049-09-12,3.42,2.71,2.12,1.23,-71.31,0.0
2049-09-19,3.75,2.89,3.27,1.85,0.16,0.0
2049-09-26,1.46,1.36,3.94,1.74,-90.84,0.0
2049-10-03,2.54,0.76,3.84,1.93,214.9,5.37
2049-10-10,2.82,0.97,3.68,1.75,-40.64,0.0
2049-10-17,2.48,1.75,1.31,1.7,-9.89,0.0
2049-10-24,1.48,2.48,3.73,1.1,107.55,4.68
2049-10-31,2.68,0.88,3.61,0.66,417.64,6.03
2049-11-07,4.0,2.15,2.01,1.85,228.59,5.43
2049-11-14,1.28,1.31,2.06,1.53,-90.01,0.0
2049-11-21,1.32,1.35,2.27,0.78,95.14,4.56
2049-11-28,2.42,2.15,2.9,0.88,423.37,6.05
2049-12-05,4.77,1.67,1.63,1.47,213.03,5.36
2049-12-12,3.67,2.53,0.87,1.11,-241.23,0.0
2049-12-19,3.71,0.89,1.25,0.44,-121.68,0.0
2049-12-26,2.45,2.47,2.21,0.54,-113.28,0.0
2050-01-02,3.37,0.66,1.7,1.57,356.44,5.88
2050-01-09,1.04,0.99,3.25,0.86,324.39,5.78
2050-01-16,3.54,2.14,1.14,1.16,-48.03,0.0
2050-01-23,4.65,2.64,3.74,1.6,3.61,1.28
2050-01-30,3.45,1.13,3.67,1.58,112.98,4.73
2050-02-06,4.49,1.32,3.71,0.58,125.25,4.83
2050-02-13,3.9,1.84,3.17,0.47,-89.35,0.0
2050-02-20,1.48,1.03,1.14,1.3,-1.96,0.0
2050-02-27,4.61,2.53,2.2,1.56,-182.67,0.0
2050-03-06,1.27,2.43,1.22,0.55,314.87,5.75
2050-03-13,3.14,0.86,3.96,0.93,-252.55,0.0
2050-03-20,1.57,1.66,1.87,1.78,-284.94,0.0
2050-03-27,1.05,2.44,2.67,1.91,174.25,5.16
2050-04-03,2.69,1.34,3.29,1.07,-154.98,0.0
2050-04-10,2.18,2.08,3.75,0.44,0.61,0.0
2050-04-17,2.94,0.63,3.22,0.74,95.65,4.56
2050-04-24,3.31,2.02,2.96,0.7,233.65,5.45
2050-05-01,1.17,0.88,2.29,0.71,13.66,2.61
2050-05-08,1.49,2.58,2.74,1.14,445.45,6.1
2050-05-15,3.23,1.39,1.1,1.29,65.43,4.18
2050-05-22,2.37,1.2,3.63,0.51,328.56,5.79
2050-05-29,3.92,2.6,2.54,1.81,165.43,5.11
2050-06-05,3.61,0.63,0.93,1.35,483.32,6.18
2050-06-12,4.38,1.49,3.74,1.32,327.36,5.79
2050-06-19,3.77,1.43,2.37,1.98,101.33,4.62
2050-06-26,2.72,1.21,3.58,1.37,222.6,5.41
2050-07-03,3.69,2.78,3.54,1.88,73.25,4.29
2050-07-10,2.1,2.38,3.41,0.79,46.25,3.83
2050-07-17,2.23,0.66,1.0,0.71,-216.47,0.0
2050-07-24,4.16,2.29,1.59,1.18,-71.21,0.0
2050-07-31,2.79,1.82,3.6,1.16,516.15,6.25
2050-08-07,4.19,2.75,3.68,0.69,-115.66,0.0
2050-08-14,4.29,1.28,2.27,1.49,-39.96,0.0
2050-08-21,4.43,1.94,2.21,0.35,74.8,4.31
2050-08-28,4.67,1.75,1.36,1.47,74.05,4.3
2050-09-04,2.72,1.72,3.9,1.08,183.09,5.21
2050-09-11,2.28,1.64,1.48,1.47,-26.35,0.0
2050-09-18,3.33,1.01,1.41,1.11,154.59,5.04
2050-09-25,2.48,2.39,2.91,1.96,330.55,5.8
2050-10-02,3.4,1.63,1.58,0.87,328.1,5.79
2050-10-09,3.82,2.9,3.8,1.97,78.74,4.37
2050-10-16,3.75,1.15,0.83,0.41,180.7,5.2
2050-10-23,2.5,2.21,0.82,1.46,-163.17,0.0
2050-10-30,1.67,2.85,2.42,1.07,-55.19,0.0
2050-11-06,2.72,2.16,2.36,1.7,-143.15,0.0
2050-11-13,1.57,2.68,1.32,1.64,63.61,4.15
2050-11-20,4.56,2.57,2.38,1.66,-60.5,0.0
2050-11-27,2.38,1.4,2.12,0.46,-234.2,0.0
2050-12-04,1.62,2.0,3.65,1.7,22.97,3.13
2050-12-11,1.1,0.89,0.83,0.66,-310.45,0.0
2050-12-18,3.58,1.84,3.92,0.34,376.75,5.93
2050-12-25,3.55,1.08,2.8,0.67,-24.89,0.0
2051-01-01,2.36,2.36,1.29,1.11,269.14,5.6
2051-01-08,1.29,1.82,0.95,1.56,-44.22,0.0
2051-01-15,2.64,1.53,2.52,0.67,-158.36,0.0
2051-01-22,2.24,1.17,1.55,0.49,292.86,5.68
2051-01-29,3.71,3.0,1.76,1.4,116.82,4.76
2051-02-05,3.42,0.68,1.58,1.97,446.55,6.1
2051-02-12,2.46,0.61,2.88,1.32,-16.52,0.0
2051-02-19,1.87,1.04,2.57,1.47,-15.55,0.0
2051-02-26,4.95,2.93,1.05,1.25,297.72,5.7
2051-03-05,2.82,2.95,2.48,1.63,305.68,5.72
2051-03-12,3.75,2.14,3.33,1.96,146.13,4.98
2051-03-19,1.56,2.7,1.06,1.23,733.98,6.6
2051-03-26,2.94,1.03,3.65,1.01,39.6,3.68
2051-04-02,1.11,2.93,2.65,1.76,-161.28,0.0
2051-04-09,3.02,0.86,3.84,1.95,-98.68,0.0
2051-04-16,4.86,0.75,1.27,0.52,14.64,2.68
2051-04-23,2.54,0.78,3.98,1.28,399.52,5.99
2051-04-30,1.16,1.93,2.86,1.65,46.33,3.84
2051-05-07,1.12,2.45,2.62,1.21,396.9,5.98
2051-05-14,2.55,1.42,2.45,1.0,166.01,5.11
2051-05-21,1.64,2.94,0.88,1.41,285.34,5.65
2051-05-28,1.09,1.59,3.81,0.76,166.11,5.11
2051-06-04,4.02,0.88,2.86,0.89,165.94,5.11
2051-06-11,2.83,1.66,1.09,1.99,219.53,5.39
2051-06-18,2.16,2.2,0.87,1.38,-49.8,0.0
2051-06-25,4.6,2.58,0.96,1.78,-20.02,0.0
2051-07-02,1.46,1.65,2.75,1.67,151.01,5.02
2051-07-09,4.82,1.98,2.76,1.41,499.14,6.21
2051-07-16,2.26,1.17,2.4,1.73,-231.45,0.0
2051-07-23,4.55,2.11,1.78,0.79,-313.37,0.0
2051-07-30,3.41,2.96,2.5,1.38,54.56,4.0
2051-08-06,4.31,0.62,2.45,1.3,291.4,5.67
2051-08-13,4.94,2.72,0.86,1.36,102.08,4.63
2051-08-20,2.15,1.91,1.7,0.59,-165.28,0.0
2051-08-27,4.84,1.13,0.97,0.77,86.55,4.46
2051-09-03,2.56,2.89,3.68,0.79,-232.34,0.0
2051-09-10,2.54,1.71,3.12,1.32,220.05,5.39
2051-09-17,2.36,1.33,3.99,1.95,42.6,3.75
2051-09-24,3.17,0.95,1.77,1.92,56.48,4.03
2051-10-01,1.62,1.11,3.61,0.69,169.3,5.13
2051-10-08,3.21,2.58,2.73,0.82,142.88,4.96
2051-10-15,3.17,2.04,2.25,0.36,-22.93,0.0
2051-10-22,4.05,2.78,1.51,0.98,300.07,5.7
2051-10-29,4.33,1.08,3.16,1.72,263.06,5.57
2051-11-05,2.76,0.8,3.69,1.86,-258.45,0.0
2051-11-12,2.21,0.52,1.55,0.7,4.61,1.53
2051-11-19,2.04,1.77,1.36,0.75,-154.34,0.0
2051-11-26,1.78,3.0,3.03,0.68,-154.64,0.0
2051-12-03,1.23,2.24,3.93,0.9,207.09,5.33
2051-12-10,2.37,1.27,3.2,1.67,6.7,1.9
2051-12-17,2.08,2.69,1.71,1.4,53.06,3.97
2051-12-24,4.87,2.45,2.14,1.64,-25.22,0.0
2051-12-31,3.23,0.54,2.03,1.29,143.25,4.96
2052-01-07,2.39,2.54,3.53,0.74,241.88,5.49
2052-01-14,3.32,1.25,3.27,0.69,528.11,6.27
2052-01-21,1.56,0.87,2.68,0.32,28.6,3.35
2052-01-28,2.78,1.07,1.68,1.63,-221.35,0.0
2052-02-04,3.5,1.67,3.8,1.74,13.04,2.57
